date,temperature,humidity,luminosity
2022-11-10 15:35:52.581,23.2,37.9,182
2022-11-10 15:35:51.577,23.2,37.9,162
2022-11-10 15:35:50.570,23.2,37.9,155
2022-11-10 15:35:49.566,23.2,37.9,155
2022-11-10 15:35:48.559,23.2,37.9,155
2022-11-10 15:35:47.555,23.2,37.9,155
2022-11-10 15:35:46.542,23.2,37.9,155
2022-11-10 15:35:45.544,23.2,37.9,155
2022-11-10 15:35:44.532,23.2,38.0,156
2022-11-10 15:35:43.529,23.2,38.0,156
2022-11-10 15:35:42.520,23.2,38.0,180
2022-11-10 15:35:41.516,23.2,38.0,184
2022-11-10 15:35:40.509,23.2,38.0,184
2022-11-10 15:35:39.505,23.2,38.0,184
2022-11-10 15:35:38.493,23.2,38.0,183
2022-11-10 15:35:37.490,23.2,38.0,87
2022-11-10 15:35:36.482,23.2,38.0,87
2022-11-10 15:35:35.479,23.2,38.0,88
2022-11-10 15:35:34.470,23.2,38.0,100
2022-11-10 15:35:33.467,23.2,38.0,94
2022-11-10 15:35:32.460,23.2,38.0,107
2022-11-10 15:35:31.455,23.2,38.0,182
2022-11-10 15:35:30.449,23.2,37.9,181
2022-11-10 15:35:29.445,23.2,37.9,180
2022-11-10 15:35:28.434,23.2,38.0,180
2022-11-10 15:35:27.433,23.2,38.0,181
2022-11-10 15:35:26.421,23.2,37.9,180
2022-11-10 15:35:25.418,23.2,37.9,182
2022-11-10 15:35:24.410,23.2,37.9,179
2022-11-10 15:35:23.406,23.2,37.9,173
2022-11-10 15:35:22.399,23.2,38.0,161
2022-11-10 15:35:21.395,23.2,38.0,162
2022-11-10 15:35:20.383,23.2,38.0,163
2022-11-10 15:35:19.384,23.2,38.0,162
2022-11-10 15:35:18.372,23.2,38.0,160
2022-11-10 15:35:17.368,23.2,38.0,163
2022-11-10 15:35:16.361,23.2,38.0,163
2022-11-10 15:35:15.358,23.2,38.0,163
2022-11-10 15:35:14.350,23.2,38.0,162
2022-11-10 15:35:13.346,23.2,38.0,162
2022-11-10 15:35:12.338,23.2,38.0,183
2022-11-10 15:35:11.335,23.2,38.0,173
2022-11-10 15:35:10.323,23.1,38.0,159
2022-11-10 15:35:09.323,23.1,38.0,163
2022-11-10 15:35:08.312,23.1,38.0,161
2022-11-10 15:35:07.307,23.1,38.0,157
2022-11-10 15:35:06.301,23.1,38.0,157
2022-11-10 15:35:05.296,23.1,38.0,158
2022-11-10 15:35:04.289,23.1,38.0,170
2022-11-10 15:35:03.285,23.1,38.0,167
2022-11-10 15:35:02.274,23.1,38.0,170
2022-11-10 15:35:01.273,23.1,38.0,170
2022-11-10 15:35:00.263,23.1,38.0,158
2022-11-10 15:34:59.258,23.1,38.0,159
2022-11-10 15:34:58.250,23.1,38.0,164
2022-11-10 15:34:57.247,23.1,38.0,177
2022-11-10 15:34:56.240,23.1,38.0,173
2022-11-10 15:34:55.237,23.1,38.0,185
2022-11-10 15:34:54.225,23.1,38.1,184
2022-11-10 15:34:53.225,23.1,38.1,184
2022-11-10 15:34:52.212,23.1,38.1,185
2022-11-10 15:34:51.210,23.1,38.1,179
2022-11-10 15:34:50.202,23.1,38.1,182
2022-11-10 15:34:49.197,23.1,38.1,181
2022-11-10 15:34:48.190,23.1,38.1,176
2022-11-10 15:34:47.186,23.1,38.1,176
2022-11-10 15:34:46.174,23.1,38.1,177
2022-11-10 15:34:45.176,23.1,38.1,176
2022-11-10 15:34:44.163,23.1,38.1,177
2022-11-10 15:34:43.160,23.1,38.1,177
2022-11-10 15:34:42.152,23.1,38.1,178
2022-11-10 15:34:41.149,23.1,38.1,177
2022-11-10 15:34:40.141,23.1,38.1,173
2022-11-10 15:34:39.137,23.1,38.1,173
2022-11-10 15:34:38.126,23.1,38.1,177
2022-11-10 15:34:37.122,23.1,38.1,169
2022-11-10 15:34:36.114,23.1,38.1,169
2022-11-10 15:34:35.110,23.1,38.1,173
2022-11-10 15:34:34.103,23.0,38.1,174
2022-11-10 15:34:33.099,23.0,38.1,168
2022-11-10 15:34:32.091,23.0,38.0,170
2022-11-10 15:34:31.087,23.0,38.0,170
2022-11-10 15:34:30.075,23.0,38.0,172
2022-11-10 15:34:29.072,23.0,38.0,173
2022-11-10 15:34:28.065,23.0,38.0,178
2022-11-10 15:34:27.062,23.0,38.0,178
2022-11-10 15:34:26.054,23.0,38.0,175
2022-11-10 15:34:25.050,23.0,38.0,176
2022-11-10 15:34:24.042,23.0,38.0,176
2022-11-10 15:34:23.039,23.0,38.0,180
2022-11-10 15:34:22.026,23.0,38.1,177
2022-11-10 15:34:21.027,23.0,38.1,170
2022-11-10 15:34:20.016,23.0,38.0,169
2022-11-10 15:34:19.011,23.0,38.0,169
2022-11-10 15:34:18.004,23.0,38.0,182
2022-11-10 15:34:17.000,23.0,38.0,183
2022-11-10 15:34:15.992,23.0,38.0,184
2022-11-10 15:34:14.989,23.0,38.0,184
2022-11-10 15:34:13.978,23.0,38.0,183
2022-11-10 15:34:12.978,23.0,38.0,183
2022-11-10 15:34:11.967,23.0,38.0,184
2022-11-10 15:34:10.962,23.0,38.0,185
2022-11-10 15:34:09.954,23.0,38.0,184
2022-11-10 15:34:08.951,23.0,38.0,183
2022-11-10 15:34:07.944,23.0,38.0,184
2022-11-10 15:34:06.940,23.0,38.0,184
2022-11-10 15:34:05.928,23.0,38.1,184
2022-11-10 15:34:04.928,23.0,38.1,182
2022-11-10 15:34:03.917,23.0,38.1,184
2022-11-10 15:34:02.914,23.0,38.1,184
2022-11-10 15:34:01.906,23.0,38.1,184
2022-11-10 15:34:00.901,23.0,38.1,184
2022-11-10 15:33:59.893,23.0,38.1,183
2022-11-10 15:33:58.890,23.0,38.1,183
2022-11-10 15:33:57.882,23.0,38.1,176
2022-11-10 15:33:56.878,23.0,38.1,179
2022-11-10 15:33:55.867,23.0,38.2,181
2022-11-10 15:33:54.863,23.0,38.2,183
2022-11-10 15:33:53.855,23.0,38.2,181
2022-11-10 15:33:52.852,23.0,38.2,180
2022-11-10 15:33:51.844,23.0,38.2,181
2022-11-10 15:33:50.842,23.0,38.2,180
2022-11-10 15:33:49.833,23.0,38.2,181
2022-11-10 15:33:48.829,23.0,38.2,183
2022-11-10 15:33:47.818,23.0,38.2,179
2022-11-10 15:33:46.813,23.0,38.2,180
2022-11-10 15:33:45.807,23.0,38.2,178
2022-11-10 15:33:44.802,23.0,38.2,183
2022-11-10 15:33:43.795,23.0,38.2,184
2022-11-10 15:33:42.791,23.0,38.2,184
2022-11-10 15:33:41.784,23.0,38.3,183
2022-11-10 15:33:40.780,23.0,38.3,181
2022-11-10 15:33:39.768,23.0,38.3,180
2022-11-10 15:33:38.764,23.0,38.3,179
2022-11-10 15:33:37.757,23.0,38.4,183
2022-11-10 15:33:36.754,23.0,38.4,183
2022-11-10 15:33:35.745,23.0,38.4,184
2022-11-10 15:33:34.742,23.0,38.4,184
2022-11-10 15:33:33.735,23.0,38.5,184
2022-11-10 15:33:32.731,23.0,38.5,178
2022-11-10 15:33:31.719,23.0,38.5,183
2022-11-10 15:33:30.720,23.0,38.5,183
2022-11-10 15:33:29.708,23.0,38.4,182
2022-11-10 15:33:28.705,23.0,38.4,183
2022-11-10 15:33:27.696,23.0,38.4,181
2022-11-10 15:33:26.693,23.0,38.4,182
2022-11-10 15:33:25.686,23.0,38.4,184
2022-11-10 15:33:24.682,23.0,38.4,185
2022-11-10 15:33:23.674,23.0,38.3,184
2022-11-10 15:33:22.670,23.0,38.3,183
2022-11-10 15:33:21.658,23.0,38.3,183
2022-11-10 15:33:20.658,23.0,38.3,182
2022-11-10 15:33:19.647,23.0,38.2,184
2022-11-10 15:33:18.643,23.0,38.2,183
2022-11-10 15:33:17.635,23.0,38.2,185
2022-11-10 15:33:16.632,23.0,38.2,183
2022-11-10 15:33:15.625,23.0,38.2,184
2022-11-10 15:33:14.621,23.0,38.2,182
2022-11-10 15:33:13.610,23.0,38.1,183
2022-11-10 15:33:12.610,23.0,38.1,184
2022-11-10 15:33:11.598,23.0,38.1,183
2022-11-10 15:33:10.595,23.0,38.1,183
2022-11-10 15:33:09.586,23.0,38.1,183
2022-11-10 15:33:08.583,23.0,38.1,183
2022-11-10 15:33:07.576,23.0,38.1,184
2022-11-10 15:33:06.571,23.0,38.1,183
2022-11-10 15:33:05.560,23.0,38.1,183
2022-11-10 15:33:04.561,23.0,38.1,183
2022-11-10 15:33:03.548,23.0,38.1,182
2022-11-10 15:33:02.545,23.0,38.1,182
2022-11-10 15:33:01.538,23.0,38.0,183
2022-11-10 15:33:00.533,23.0,38.0,183
2022-11-10 15:32:59.526,23.0,38.0,183
2022-11-10 15:32:58.523,23.0,38.0,183
2022-11-10 15:32:57.511,23.0,38.0,183
2022-11-10 15:32:56.510,23.0,38.0,183
2022-11-10 15:32:55.499,23.0,38.0,184
2022-11-10 15:32:54.496,23.0,38.0,184
2022-11-10 15:32:53.488,23.0,38.0,183
2022-11-10 15:32:52.484,23.0,38.0,182
2022-11-10 15:32:51.476,23.0,38.0,183
2022-11-10 15:32:50.473,23.0,38.0,181
2022-11-10 15:32:49.464,23.0,38.0,182
2022-11-10 15:32:48.461,23.0,38.0,181
2022-11-10 15:32:47.450,23.0,38.0,184
2022-11-10 15:32:46.447,23.0,38.0,184
2022-11-10 15:32:45.439,22.9,37.9,181
2022-11-10 15:32:44.434,22.9,37.9,184
2022-11-10 15:32:43.426,22.9,38.0,183
2022-11-10 15:32:42.423,22.9,38.0,183
2022-11-10 15:32:41.416,23.0,38.1,183
2022-11-10 15:32:40.411,23.0,38.1,183
2022-11-10 15:32:39.401,22.9,38.0,184
2022-11-10 15:32:38.401,22.9,38.0,183
2022-11-10 15:32:37.390,22.9,38.0,183
2022-11-10 15:32:36.386,22.9,38.0,183
2022-11-10 15:32:35.377,22.9,38.1,184
2022-11-10 15:32:34.373,22.9,38.1,183
2022-11-10 15:32:33.367,22.9,38.1,183
2022-11-10 15:32:32.363,22.9,38.1,184
2022-11-10 15:32:31.350,22.9,38.1,184
2022-11-10 15:32:30.351,22.9,38.1,184
2022-11-10 15:32:29.339,22.9,38.1,183
2022-11-10 15:32:28.336,22.9,38.1,184
2022-11-10 15:32:27.329,22.9,38.1,184
2022-11-10 15:32:26.324,22.9,38.1,167
2022-11-10 15:32:25.316,22.9,38.1,178
2022-11-10 15:32:24.314,22.9,38.1,178
2022-11-10 15:32:23.302,22.9,38.1,183
2022-11-10 15:32:22.303,22.9,38.1,182
2022-11-10 15:32:21.290,22.9,38.2,182
2022-11-10 15:32:20.287,22.9,38.2,182
2022-11-10 15:32:19.278,22.9,38.2,183
2022-11-10 15:32:18.275,22.9,38.2,183
2022-11-10 15:32:17.267,22.9,38.2,183
2022-11-10 15:32:16.264,22.9,38.2,183
2022-11-10 15:32:15.253,22.9,38.3,184
2022-11-10 15:32:14.252,22.9,38.3,182
2022-11-10 15:32:13.240,22.9,38.3,182
2022-11-10 15:32:12.237,22.9,38.3,182
2022-11-10 15:32:11.229,22.9,38.3,184
2022-11-10 15:32:10.226,22.9,38.3,184
2022-11-10 15:32:09.219,22.9,38.3,185
2022-11-10 15:32:08.214,22.9,38.3,183
2022-11-10 15:32:07.203,22.9,38.2,182
2022-11-10 15:32:06.203,22.9,38.2,182
2022-11-10 15:32:05.191,22.9,38.2,183
2022-11-10 15:32:04.188,22.9,38.2,184
2022-11-10 15:32:03.180,22.9,38.2,184
2022-11-10 15:32:02.176,22.9,38.2,185
2022-11-10 15:32:01.169,22.9,38.2,184
2022-11-10 15:32:00.166,22.9,38.2,183
2022-11-10 15:31:59.153,22.9,38.2,181
2022-11-10 15:31:58.154,22.9,38.2,178
2022-11-10 15:31:57.143,22.9,38.1,178
2022-11-10 15:31:56.139,22.9,38.1,156
2022-11-10 15:31:55.131,22.9,38.1,179
2022-11-10 15:31:54.127,22.9,38.1,178
2022-11-10 15:31:53.120,22.9,38.1,181
2022-11-10 15:31:52.115,22.9,38.1,182
2022-11-10 15:31:51.104,22.9,38.0,182
2022-11-10 15:31:50.105,22.9,38.0,182
2022-11-10 15:31:49.093,22.9,38.0,182
2022-11-10 15:31:48.089,22.9,38.0,182
2022-11-10 15:31:47.082,22.9,38.0,181
2022-11-10 15:31:46.077,22.9,38.0,178
2022-11-10 15:31:45.071,22.9,37.9,160
2022-11-10 15:31:44.067,22.9,37.9,158
2022-11-10 15:31:43.059,22.9,37.9,157
2022-11-10 15:31:42.056,22.9,37.9,178
2022-11-10 15:31:41.043,22.9,37.9,182
2022-11-10 15:31:40.040,22.9,37.9,181
2022-11-10 15:31:39.031,22.9,37.9,181
2022-11-10 15:31:38.029,22.9,37.9,158
2022-11-10 15:31:37.020,22.9,37.8,161
2022-11-10 15:31:36.018,22.9,37.8,155
2022-11-10 15:31:35.010,22.9,37.8,157
2022-11-10 15:31:34.006,22.9,37.8,160
2022-11-10 15:31:32.994,22.9,37.7,158
2022-11-10 15:31:31.995,22.9,37.7,158
2022-11-10 15:31:30.982,22.9,37.6,160
2022-11-10 15:31:29.979,22.9,37.6,158
2022-11-10 15:31:28.971,22.9,37.6,160
2022-11-10 15:31:27.967,22.9,37.6,158
2022-11-10 15:31:26.960,22.9,37.6,162
2022-11-10 15:31:25.957,22.9,37.6,158
2022-11-10 15:31:24.945,23.0,37.6,157
2022-11-10 15:31:23.946,23.0,37.6,163
2022-11-10 15:31:22.934,22.9,37.5,158
2022-11-10 15:31:21.930,22.9,37.5,158
2022-11-10 15:31:20.921,22.9,37.5,161
2022-11-10 15:31:19.918,22.9,37.5,166
2022-11-10 15:31:18.910,22.9,37.5,159
2022-11-10 15:31:17.906,22.9,37.5,158
2022-11-10 15:31:16.895,22.9,37.5,181
